movieid,tmdbid
62799,14325
62801,41474
62803,41477
62834,16068
62836,15289
62847,56295
62849,13809
62851,34100
62912,11887
62916,41073
62920,83683
62925,59403
62953,69299
62956,13253
62970,114796
62972,17800
62974,30977
62999,10527
63001,13506
63007,53772
63033,8338
63062,3580
63069,36073
63072,20766
63082,12405
63113,10764
63119,18548
63121,4701
63131,15373
63134,120828
63141,173634
63179,8938
63181,16061
63187,73059
63189,16166
63194,2588
63222,13672
63226,47184
63229,158959
63237,44283
63239,42884
63271,215471
63273,13516
63276,14943
63278,19147
63280,96395
63283,52561
63310,42664
63312,4627
63327,43052
63329,21501
63332,16882
63339,127257
63391,49355
63393,13655
63433,13905
63436,11917
63446,8892
63458,12525
63468,82519
63479,13523
63481,14655
63483,15749
63515,22358
63540,14405
63544,43985
63590,20065
63617,14089
63629,84050
63645,9999
63647,17099
63662,58570
63676,29452
63688,125749
63692,111759
63698,8905
63758,3520
63760,43372
63768,88435
63772,77650
63781,17704
63788,36571
63791,36572
63793,37327
63806,28684
63808,8841
63810,54615
63826,13220
63828,16509
63836,34867
63840,10565
63853,6972
63859,13053
63862,32862
63876,10139
63989,29320
63992,8966
64010,16342
64030,13387
64032,12193
64034,14574
64037,10900
64099,56256
64114,14438
64116,14248
64153,20919
64167,12224
64197,10360
64229,14299
64231,13056
64234,15026
64236,13793
64241,35790
64243,38831
64245,45838
64249,13394
64273,2574
64275,72495
64278,34283
64280,114390
64283,85844
64285,14447
64288,17157
64321,1964
64325,44626
64327,65502
64338,17912
64365,43962
64368,28148
64385,93260
64408,109539
64410,116973
64418,74485
64424,174122
64427,200311
64497,10200
64499,8881
64501,8880
64508,11127
64511,18117
64517,109711
64519,18926
64522,86782
64524,25852
64548,39407
64550,39409
64552,37584
64575,14359
64577,19486
64611,126754
64614,13223
64620,11499
64622,8055
64645,3054
64650,14072
64652,20542
64658,12449
64660,5816
64695,13980
64701,8276
64704,61751
64716,11321
64747,52615
64750,41966
64754,89453
64784,120862
64793,42655
64839,12163
64845,14772
64895,27991
64897,87894
64900,9050
64903,86082
64906,79090
64918,47499
64921,60488
64923,111302
64926,112912
64930,80616
64942,2694
64944,39558
64953,36573
64957,4922
64959,159849
64969,10201
64976,75686
64979,297983
64983,2253
64986,14422
64990,40873
64993,38142
64997,34812
64999,16268
65001,15033
65006,14806
65011,51817
65025,84397
65027,59158
65033,105371
65037,6936
65045,13954
65051,13406
65063,14357
65078,185156
65088,10202
65091,28564
65111,23604
65126,13973
65130,4148
65133,194113
65135,51247
65142,17845
65155,13827
65181,15676
65188,15584
65193,13971
65204,89573
65216,13813
65225,13180
65227,42366
65230,14306
65235,8049
65238,20028
65243,141971
65256,31047
65259,8927
65261,12429
65263,53519
65267,53518
65277,70191
65288,51808
65290,18151
65293,28256
65300,16205
65304,15331
65310,17287
65315,50988
65350,113916
65352,29741
65357,29262
65359,9795
65370,87790
65381,26758
65400,25528
65418,8942
65435,13690
65465,16409
65468,113921
65514,14756
65518,27244
65521,35945
65538,54406
65552,10596
65556,60547
65558,368955
65562,49256
65564,86084
65567,13944
65577,10199
65585,10521
65588,26235
65596,13635
65601,14435
65603,21966
65612,52886
65614,37373
65621,170094
65629,260528
65631,13177
65633,34696
65638,221861
65640,114403
65642,14139
65651,16999
65660,8280
65665,125705
65667,36746
65669,36402
65672,317
65682,12437
65685,2309
65696,86363
65698,60542
65702,162865
65709,47658
65721,31688
65729,14076
65731,13942
65738,18543
65740,21029
65762,50307
65764,49511
65770,27440
65772,13825
65780,250093
65796,15227
65802,14560
65810,14410
65813,13788
65817,13429
65840,6733
65845,14871
65866,35077
65868,14353
65878,27447
65882,14254
65894,16137
65899,17803
65907,101838
65909,214436
65927,14549
65930,80193
65932,169869
65935,56816
65939,38205
65974,168261
65982,10529
65984,75880
65986,160783
65994,58782
66006,62753
66008,417285
66015,14582
66019,46595
66025,50318
66036,253116
66051,94533
66053,44052
66059,63938
66066,1977
66068,46725
66090,13510
66092,15554
66097,14836
66105,48350
66118,97915
66130,15003
66140,141971
66152,24194
66156,14851
66171,13455
66198,4959
66200,10362
66203,10184
66234,16170
66240,14849
66246,36764
66250,111459
66252,37309
66268,131729
66279,52105
66282,60539
66284,28196
66289,1560
66295,85394
66297,15060
66302,26900
66304,15189
66306,133328
66310,13492
66317,70089
66320,4832
66323,135938
66330,7353
66335,14711
66337,52512
66339,98193
66344,49600
66352,24171
66354,47980
66365,5677
66369,44618
66371,16804
66385,25405
66389,73953
66427,1961
66437,15148
66440,54838
66472,15945
66491,171840
66503,68190
66506,14204
66509,20829
66511,30508
66517,15039
66537,13639
66539,47561
66544,18884
66547,26036
66551,14977
66553,157909
66579,21851
66581,15105
66584,17314
66586,24351
66590,94405
66592,110761
66596,38087
66614,16177
66618,29363
66620,79331
66622,36499
66639,15268
66652,17317
66655,434
66659,15670
66662,206034
66665,19255
66667,43034
66686,29117
66691,14979
66701,18208
66718,41054
66720,37468
66744,8832
66758,50013
66762,8279
66783,13207
66785,15067
66789,14853
66798,15159
66801,18529
66808,7916
66811,38789
66813,90324
66815,67384
66854,36281
66857,42818
66859,29717
66861,43873
66866,17158
66868,24221
66870,17077
66897,47497
66900,10049
66902,9914
66904,40227
66915,20421
66927,125858
66932,111014
66934,14301
66941,8382
66943,13849
66947,27061
66977,43146
66979,85330
66981,53574
66983,74286
67009,30906
67068,26939
67070,26127
67073,13613
67087,16538
67096,19998
67098,5334
67135,26387
67138,7517
67140,34474
67168,13094
67186,18781
67190,27757
67193,16558
67197,13811
67223,17003
67233,80314
67247,161006
67252,16353
67255,15472
67257,52528
67267,13090
67295,15854
67298,53651
67300,58076
67314,143240
67316,73856
67331,14180
67354,36836
67356,17166
67359,47739
67361,16325
67363,113321
67365,17097
67370,46799
67405,19950
67408,15512
67420,14735
67422,24220
67424,21946
67429,20529
67457,30155
67459,39914
67464,42914
67501,36392
67504,62437
67508,6968
67534,13161
67536,16197
67603,53828
67607,34015
67618,13808
67620,14637
67624,15912
67665,18094
67667,33811
67675,53863
67695,16991
67702,99283
67704,94854
67706,43396
67734,16614
67744,31273
67748,18558
67784,16071
67788,20048
67792,8747
67799,16258
67801,15451
67803,330711
67809,82962
67812,22705
67839,16005
67845,55748
67847,39331
67850,284117
67865,55500
67867,14164
67869,3632
67871,9841
67873,91099
67876,97421
67878,43250
67881,142973
67888,55773
67890,1940
67892,33726
67894,61070
67896,93562
67898,13557
67900,10041
67907,31132
67923,13804
67925,34796
67927,35849
67929,35022
67931,45965
67949,19976
67957,1387
67980,21376
67983,16867
67997,19833
67999,16919
68012,15580
68028,15801
68039,8902
68044,19618
68067,83099
68069,27644
68073,18947
68099,128857
68115,46096
68128,67857
68135,16996
68137,168538
68153,8833
68157,16869
68159,16995
68161,99224
68163,94139
68168,10000
68173,44967
68175,91603
68177,84908
68180,45882
68194,21641
68201,13119
68205,15092
68214,51472
68216,51263
68222,24365
68226,38872
68233,95977
68237,17431
68242,38870
68244,67849
68246,112582
68254,205410
68259,13123
68263,33974
68265,45949
68269,18320
68271,49571
68273,53204
68288,17436
68314,30843
68319,2080
68324,17680
68329,53624
68337,120528
68339,17073
68347,21191
68349,270952
68358,13475
68392,24273
68411,38464
68442,22152
68444,16279
68462,72891
68472,6461
68474,23391
68480,11160
68482,168643
68484,19350
68486,15384
68489,156908
68495,48116
68498,15342
68511,25004
68513,17124
68515,210487
68517,64115
68519,17532
68522,10946
68524,23590
68536,30416
68539,65503
68541,38869
68548,17027
68552,15577
68554,13448
68572,288035
68574,92312
68576,80592
68590,90120
68593,17635
68597,42738
68600,14141
68612,30312
68614,47906
68645,111752
68647,122160
68650,17740
68653,42943
68659,13532
68662,18495
68664,180162
68667,25218
68674,24053
68676,53947
68685,15705
68690,14448
68749,21583
68791,534
68793,18360
68831,38008
68833,2049
68835,19375
68838,23997
68843,18238
68848,21755
68853,43378
68855,121707
68858,30239
68865,101362
68868,8211
68872,8429
68874,44012
68884,10541
68886,19955
68890,90799
68892,39194
68897,36460
68899,27502
68901,15555
68915,40022
68919,86764
68921,42062
68923,14126
68932,17332
68941,18405
68943,155426
68945,21832
68952,16871
68954,14160
68956,21967
68959,14003
68963,16899
68965,21724
68967,8282
68974,31404
68976,42513
69005,83868
69007,4934
69027,15588
69039,61109
69042,129089
69061,14857
69069,17927
69072,77822
69075,14330
69088,26508
69093,28677
69103,15712
69118,13975
69122,18785
69131,16164
69134,17609
69136,33104
69140,37924
69155,43321
69159,18869
69169,17829
69187,16345
69195,81512
69199,115306
69203,200796
69211,27134
69213,37024
69217,53622
69219,761
69222,11914
69224,64968
69227,34300
69231,58018
69233,70806
69241,45560
69243,26506
69251,13856
69253,14536
69255,13710
69269,15084
69275,14451
69278,18162
69280,34482
69284,16324
69299,50600
69302,18468
69304,19724
69306,18487
69310,27799
69324,8883
69332,49767
69336,29314
69339,40465
69341,10272
69354,23924
69356,18061
69358,21179
69361,42341
69370,18760
69372,11693
69374,40509
69379,15073
69381,31544
69387,84119
69394,33409
69406,18240
69419,51260
69421,28110
69429,89484
69432,48288
69436,17610
69438,8933
69442,156917
69444,37911
69446,38773
69448,8269
69451,45779
69453,27085
69458,8940
69460,133
69464,20152
69466,14938
69469,19508
69475,66770
69481,12162
69483,4498
69485,176810
69487,170477
69489,75015
69493,18507
69495,16240
69498,50030
69500,81223
69503,24772
69506,67515
69509,29082
69516,8284
69518,4250
69521,32451
69524,62128
69526,8373
69529,62320
69542,24734
69552,8939
69559,35404
69565,91205
69569,53906
69574,19079
69604,19265
69606,12556
69609,43638
69611,4990
69626,43192
69640,11322
69644,8355
69652,10821
69654,176241
69666,47075
69670,41385
69674,25728
69677,20301
69685,24232
69687,242737
69689,50201
69699,52109
69701,251657
69704,24927
69706,183871
69708,156063
69712,10024
69714,10788
69720,15423
69722,33321
69729,69426
69732,16226
69744,42659
69746,16440
69748,37021
69753,62186
69755,22612
69757,19913
69761,47104
69766,17359
69768,47920
69771,82474
69773,45184
69784,18480
69786,64831
69788,266814
69792,4931
69800,301233
69803,18901
69805,14728
69809,16911
69811,70648
69818,8884
69821,38940
69830,19105
69842,14758
69844,767
69849,67479
69856,59847
69858,60623
69860,14687
69864,351862
69873,10353
69878,49360
69880,245367
69904,9592
69906,68572
69908,84278
69911,43195
69917,23964
69919,14531
69926,76465
69928,51302
69931,76452
69934,14197
69945,20174
69947,48773
69949,60008
69951,8054
69953,19929
69957,123777
69964,18696
69971,3478
69974,30713
69979,54759
69981,30121
69986,64901
69988,23720
69992,14843
69995,8937
70008,9974
70015,22302
70032,20382
70046,53868
70048,69342
70050,83078
70062,37516
70064,19727
70088,56150
70093,22215
70102,18635
70118,4983
70121,53830
70126,38971
70128,49691
70130,39415
70133,20407
70146,22408
70148,23286
70152,69166
70155,97995
70157,67967
70159,21208
70173,131351
70175,16056
70181,53781
70183,20943
70186,67463
70188,82311
70197,204996
70201,47870
70204,104083
70206,21407
70208,12403
70223,62547
70227,15422
70229,14833
70235,41183
70237,44578
70282,20856
70286,17654
70293,24803
70295,38879
70301,17335
70305,13836
70315,20071
70318,13730
70331,15438
70334,18126
70336,14869
70342,14415
70344,30250
70355,121895
70361,17134
70366,50719
70370,105703
70374,17199
70377,20153
70410,20777
70418,54982
70421,92989
70423,45999
70425,18908
70432,31067
70451,13752
70465,22600
70488,99657
70490,40797
70492,40743
70495,17285
70497,12407
70500,97252
70507,18440
70511,22602
70513,40799
70517,40071
70521,19422
70529,31670
70531,38107
70533,15137
70535,37047
70537,66949
70541,77285
70543,64728
70545,11115
70549,22795
70559,21878
70562,18585
70565,19905
70567,22051
70571,25902
70587,16634
70591,58421
70593,56264
70595,31913
70597,14940
70599,24420
70607,13797
70609,12605
70611,128856
70629,145066
70637,31216
70641,19556
70643,23367
70649,49982
70656,45852
70659,24999
70661,16710
70663,19840
70670,25047
70678,33199
70682,22025
70684,99599
70687,25183
70689,19170
70695,14745
70697,19585
70703,41682
70706,17336
70708,11928
70712,98289
70722,99600
70724,18281
70726,8895
70728,18533
70730,30319
70740,18820
70742,85097
70751,164741
70762,12839
70769,15775
70789,44655
70792,43384
70795,46351
70797,38662
70802,18032
70804,677
70806,685
70817,92011
70819,154430
70821,49835
70824,18759
70826,106028
70828,200039
70831,87683
70833,42638
70839,33314
70843,21657
70846,8899
70849,20778
70862,22492
70864,17153
70867,21236
70869,35059
70871,43878
70877,29967
70880,68692
70887,15641
70889,21955
70891,43303
70898,25704
70912,21371
70914,23115
70920,41427
70924,184781
70927,36108
70932,23049
70946,26914
70948,121655
70958,15457
70961,758
70964,43734
70968,41496
70970,12410
70976,45458
70978,64544
70984,26320
70988,41127
70990,35203
70992,34869
70994,24150
71007,65990
71011,60216
71014,21336
71017,35044
71027,2861
71029,23451
71033,25376
71047,59314
71057,12244
71065,58450
71067,5060
71069,15809
71094,29914
71096,52710
71102,140887
71104,40979
71106,22494
71108,37903
71110,227370
71112,17899
71114,18120
71116,106006
71129,17445
71131,63581
71133,23736
71135,19898
71139,20171
71141,21700
71143,57412
71147,72083
71152,17046
71154,6309
71156,10313
71158,20715
71160,17632
71164,31936
71168,40954
71170,8071
71178,43255
71180,42225
71182,689
71184,22774
71187,53430
71189,32317
71199,47576
71201,2979
71203,17618
71205,19994
71211,11323
71216,117531
71237,42762
71239,3511
71241,37317
71243,25900
71246,29134
71248,12569
71252,19912
71254,18501
71264,22794
71266,279606
71268,26367
71276,43757
71278,23253
71280,114618
71282,18570
71285,36703
71300,46768
71302,18724
71304,22536
71318,16873
71322,22326
71325,25643
71327,29963
71341,30685
71343,25549
71348,63615
71350,26009
71357,26500
71361,35113
71363,40225
71372,17455
71374,12699
71376,25532
71379,23827
71382,14579
71384,185591
71386,28299
71390,16194
71402,62396
71404,18974
71409,64450
71413,44208
71416,19136
71418,25112
71426,28051
71429,20178
71433,67612
71438,25050
71442,43360
71444,41053
71446,54563
71448,76636
71450,22074
71453,91262
71458,38670
71460,22717
71462,23128
71464,12573
71466,28053
71468,24869
71472,90056
71474,126597
71482,24561
71484,36800
71486,14476
71488,104275
71490,21398
71494,23127
71497,39506
71500,23202
71503,24001
71518,22798
71520,23082
71522,62635
71525,61524
71530,19959
71533,18065
71535,19908
71537,28665
71542,23044
71545,54191
71550,18176
71556,23532
71558,46068
71560,33474
71571,26688
71573,22787
71575,4786
71579,24684
71582,77246
71591,63795
71606,63978
71619,11156
71634,74469
71638,44054
71640,26763
71650,99189
71653,18710
71664,33476
71668,19899
71670,23706
71675,142084
71677,39488
71685,106254
71688,11807
71691,17622
71693,60773
71695,885
71697,126136
71700,23966
71702,188858
71705,48214
71707,44685
71709,92990
71717,43902
71719,43850
71726,33857
71728,33380
71730,70569
71732,21910
71736,4734
71738,42678
71740,44334
71743,42537
71745,16523
71748,46931
71750,1686
71755,67062
71758,59239
71760,85927
71762,63107
71765,29124
71779,44630
71792,53423
71795,37340
71804,38702
71806,43990
71808,18214
71810,3513
71817,19837
71821,25132
71823,12572
71838,22803
71840,32563
71851,52941
71865,180576
71867,33806
71873,50936
71876,8915
71878,19904
71888,120518
71899,24238
71902,19918
71910,24056
71926,23512
71928,31189
71931,54154
71933,85763
71936,37637
71938,94663
71940,69912
71942,51619
71966,21058
71970,30506
71973,97029
71976,71041
71978,98914
71980,54419
71986,89681
71989,42788
71991,8926
71993,16398
71995,24392
71999,2973
72001,32928
72011,22947
72013,141640
72016,168607
72018,13558
72022,105419
72027,47430
72030,34631
72032,234937
72035,19035
72037,56619
72039,26191
72041,23173
72043,53985
72045,49167
72090,39306
72092,71171
72094,84089
72096,31021
72100,173171
72102,48329
72104,44338
72109,36577
72113,22447
72117,43893
72124,65403
72129,22804
72131,13576
72142,28422
72153,108021
72156,94653
72159,1697
72161,36949
72163,38680
72165,24418
72167,22821
72169,22800
72171,24804
72176,29150
72178,14968
72204,38065
72209,16577
72212,61647
72216,37767
72224,22820
72226,10315
72228,30431
72235,197552
72249,38984
72258,36278
72261,54648
72263,32834
72265,14834
72267,53263
72273,51317
72276,70555
72281,63401
72283,84273
72287,82040
72290,85715
72292,836
72294,17979
72298,43370
72300,113520
72302,94638
72304,84656
72308,105077
72310,95600
72315,84772
72321,106537
72327,18930
72330,4475
72334,24565
72336,108200
72340,77121
72342,52048
72344,75804
72356,24480
72360,37060
72363,176273
72367,19851
72369,24293
72378,14161
72380,22825
72386,8088
72388,70805
72393,22824
72395,25793
72400,23189
72405,11699
72407,18239
72424,17774
72479,28089
72483,14859
72485,7860
72489,22832
72491,32511
72505,14172
72507,19167
72512,121088
72516,73501
72524,2261
72537,9924
72552,30231
72554,33273
72557,33035
72559,55628
72571,112687
72574,20411
72583,71329
72585,32543
72587,54966
72589,91426
72591,6058
72593,31002
72601,34003
72603,25472
72605,7445
72607,23269
72609,411456
72612,47466
72618,109175
72621,153118
72624,18595
72626,53516
72628,27258
72630,20764
72632,25467
72634,161094
72637,267523
72641,22881
72643,93743
72645,97035
72647,88276
72649,94466
72651,99875
72653,126863
72657,58435
72668,1284
72670,19116
72672,25716
72674,36106
72678,90041
72681,104776
72683,8353
72692,15400
72694,22640
72696,22949
72698,36272
72701,16866
72703,12404
72712,23951
72714,30238
72718,29406
72720,34653
72722,14452
72724,18472
72726,51284
72731,7980
72733,22954
72735,2143
72737,10198
72741,26171
72751,32634
72762,4597
72764,37190
72777,31909
72784,62131
72787,20606
72815,139212
72822,57654
72833,18175
72840,88067
72844,347
72846,35867
72848,64414
72850,83491
72852,56800
72854,38759
72856,28392
72866,92432
72870,45987
72872,55261
72874,27719
72876,42836
72878,101382
72880,47122
72883,89785
72885,129417
72897,53161
72899,47046
72904,82404
72906,128846
72908,63764
72910,148597
72913,46886
72915,129303
72919,24438
72921,174598
72923,60639
72925,125512
72927,14704
72929,100122
72931,48496
72934,33052
72936,140281
72947,26032
72949,29697
72953,16576
72956,272772
72958,19197
72960,23947
72980,25968
72982,61872
72995,32615
72998,19995
73000,10197
73002,9650
73008,64481
73010,10268
73015,22897
73017,10528
73023,25196
73025,13988
73027,36811
73031,40054
73042,23398
73049,28520
73051,15772
73056,132397
73060,38908
73064,42206
73086,26533
73089,25137
73099,22043
73101,18898
73106,26123
73109,40494
73111,27172
73114,17591
73117,49687
73121,51831
73123,44808
73125,121379
73133,41886
73135,24050
73137,94803
73139,156015
73143,132392
73145,114790
73148,36293
73150,26129
73152,110733
73154,96107
73158,89647
73160,27390
73162,122163
73165,352237
73168,25769
73170,14159
73183,25680
73185,36117
73188,43876
73194,63215
73196,124994
73198,54051
73200,80960
73202,97032
73204,148536
73208,64736
73211,23963
73224,35148
73226,26465
73228,51422
73230,60489
73232,16204
73234,23404
73236,20236
73240,148077
73245,42564
73256,65572
73261,25190
73266,22327
73268,19901
73270,28644
73276,24458
73284,13723
73286,15791
73290,28178
73304,291554
73306,149851
73314,14773
73317,147683
73319,25195
73321,20504
73323,33613
73328,57251
73330,85126
73334,123772
73339,4286
73344,21575
73355,104320
73359,4932
73365,39023
73370,113879
73384,187401
73386,25927
73390,14173
73392,28227
73399,31875
73401,44085
73411,58589
73413,26820
73416,119905
73431,24271
73442,52273
73444,95140
73447,179066
73449,37222
73457,55197
73460,87065
73462,20551
73464,28280
73466,26125
73469,26765
73472,5707
73475,323111
73478,26961
73480,126925
73488,1450
73492,101006
73494,52429
73499,81895
73501,148435
73504,46335
73511,18476
73513,15774
73515,20107
73523,12161
73526,164421
73529,101342
73531,41970
73533,89800
73569,21521
73572,44027
73581,143098
73587,31175
73590,22274
73608,4579
73614,32097
73617,83430
73630,13634
73639,144089
73641,40229
73664,10800
73668,277622
73676,25676
73678,44941
73681,25205
73708,17602
73710,14981
73713,45699
73718,17606
73730,25594
73741,25602
73744,40660
73754,101376
73772,49956
73774,43844
73776,15930
73778,65642
73780,86303
73782,63771
73790,52229
73804,2395
73808,13855
73813,21153
73818,83994
73820,5761
73822,57978
73824,23999
73826,42720
73829,17911
73831,32559
73834,253476
73851,69061
73854,13382
73858,13358
73860,33511
73862,27182
73868,29110
73870,23410
73872,266740
73874,22164
73876,15255
73879,71885
73881,20453
73883,108573
73885,16095
73900,4253
73912,43346
73914,40083
73919,61864
73922,59390
73929,22894
73954,15807
73967,85507
73978,72241
73981,22404
73983,27567
73987,147692
73989,41787
73991,106482
74014,26752
74017,48609
74056,251281
74061,160266
74064,21033
74075,23988
74086,186129
74089,51120
74095,21453
74097,5153
74099,17836
74103,51429
74107,32130
74109,126083
74111,13522
74113,47370
74115,31156
74127,84104
74129,46336
74131,27569
74135,62775
74137,120109
74139,8349
74141,75877
74144,43891
74148,33295
74150,29501
74152,16453
74154,13477
74156,12201
74159,47554
74161,33395
74164,2974
74204,14016
74226,94706
74228,26466
74230,49807
74255,99749
74257,79509
74261,46623
74263,52863
74266,92283
74271,42137
74275,8952
74282,40724
74284,202855
74287,33159
74297,26137
74300,71825
74302,103201
74306,98246
74310,33630
74317,51675
74319,281287
74324,33602
74327,12169
74332,252407
74337,43333
74339,42212
74342,33728
74355,27989
74370,25983
74382,42683
74404,271677
74406,46423
74416,24469
74426,11518
74428,7344
74431,4887
74434,51022
74436,31578
74438,18670
74446,25293
74448,59013
74450,32856
74452,7978
74456,60086
74458,11324
74471,90052
74473,81382
74475,8898
74478,183946
74480,17334
74484,26715
74486,19311
74488,38448
74491,45988
74493,20047
74504,55522
74506,81399
74508,13949
74510,24253
74512,15324
74530,32657
74532,23742
74538,36457
74541,27561
74545,11439
74547,42586
74553,26963
74573,32868
74575,30298
74580,23172
74582,30128
74588,29381
74590,42295
74595,41894
74613,67736
74619,25950
74621,32124
74624,26428
74630,56931
74641,12273
74647,22805
74649,79519
74653,20083
74657,29388
74668,15357
74671,20406
74673,22166
74675,408956
74677,18489
74681,120280
74683,19962
74685,29427
74688,22971
74696,45576
74698,23023
74701,29785
74706,63195
74727,20871
74731,14235
74733,71370
74738,25967
74740,5595
74748,32092
74750,10664
74752,28739
74754,17473
74760,200664
74777,224642
74780,117499
74782,174748
74787,26022
74789,12155
74791,40623
74795,22972
74799,119819
74818,29182
74820,17277
74827,24424
74851,26389
74857,61880
74859,31515
74864,20618
74868,23488
74870,26771
74886,43012
74916,27583
74937,6883
74944,26390
74946,34016
74948,25941
74965,34195
74967,20471
75335,18514
75341,23169
75345,18704
75349,12718
75351,15360
75362,19969
75367,85521
75370,36233
75374,16763
75386,16350
75389,15846
75392,14765
75395,44363
75397,94182
75404,34592
75406,26430
75408,59719
75414,30903
75416,26623
75421,55412
75423,48145
75425,29426
75428,217632
75436,195204
75438,34335
75440,16239
75443,80196
75446,31299
75803,34563
75805,27573
75808,32678
75813,12834
75816,31723
75818,24225
75820,49508
75823,26558
75825,15483
75831,31678
75927,45921
75929,33788
75938,5753
75940,43495
75947,32688
75950,24973
75962,42342
75977,168171
75979,80595
75981,66953
75983,16436
75985,31867
75990,42451
75992,43138
75994,4933
76022,264241
76030,28355
76032,64104
76049,194931
76051,20027
76054,36970
76056,19616
76060,34423
76063,69872
76066,20216
76077,23048
76079,28211
76082,30779
76085,89199
76087,19152
76089,38687
76091,30018
76093,10191
76108,22582
76111,37181
76117,45035
76119,15544
76121,24874
76127,51330
76130,28510
76132,11763
76134,33421
76137,48336
76143,21467
76145,24499
76147,20825
76151,16190
76153,109572
76156,52637
76158,25053
76169,10469
76171,11122
76173,27936
76175,18823
76182,196328
76185,213845
76187,15382
76189,31196
76208,18352
76210,34769
76217,39830
76238,132744
76241,161179
76244,35939
76251,23483
76255,16686
76258,15973
76269,4252
76272,16759
76277,43008
76279,184741
76288,57124
76291,93519
76293,35056
76298,47090
76301,13417
76303,39931
76312,24429
76317,36419
76680,22419
76692,43327
76695,76568
76699,40855
76701,22488
76709,49131
76711,35207
76714,42669
76716,18273
76718,37223
76720,53522
76722,39459
76729,35689
76731,166375
76736,34784
76738,52903
76743,8980
76747,11801
76751,25572
76753,34583
76755,11761
76758,22943
76763,27586
76770,15323
76772,1568
76776,48688
76778,33226
76808,96010
76811,27179
76814,11303
76816,18426
76818,19939
76823,36916
76827,145902
76829,79924
76832,116983
76836,17988
76860,26178
76862,19587
76864,68987
76866,36124
76873,20781
77141,22649
77143,31561
77146,1912
77149,35002
77154,47813
77156,14766
77162,36731
77177,141714
77179,19401
77181,31869
77184,26186
77189,55236
77191,34803
77201,37861
77204,47808
77206,33217
77208,29989
77210,90634
77212,26380
77217,43326
77223,44747
77229,102419
77231,228444
77233,36443
77238,4461
77240,41110
77259,31687
77264,20497
77266,12411
77281,86097
77291,25832
77293,25338
77296,20478
77298,17960
77300,33427
77303,23568
77307,38810
77312,12408
77316,21345
77318,40168
77326,44132
77328,61917
77330,61919
77332,37857
77336,33784
77339,45663
77342,129689
77344,178736
77349,35656
77351,30427
77353,12166
77355,33501
77357,36325
77359,61920
77362,43381
77364,34813
77370,33215
77412,21036
77414,35690
77416,18406
77421,39053
77427,37169
77433,24805
77435,43517
77444,121036
77449,42476
77451,111310
77455,39452
77463,94917
77468,107643
77470,64651
77479,40594
77481,23104
77491,37605
77493,91727
77496,41597
77509,62727
77517,25385
77538,64576
77540,32985
77550,44399
77561,10138
77596,32084
77613,42191
77615,190906
77629,45615
77658,205300
77665,38579
77667,37931
77672,27004
77680,10870
77682,54117
77688,4180
77707,55135
77709,15877
77711,72272
77715,1549
77719,10171
77721,38996
77729,25699
77731,18899
77736,45380
77738,48587
77742,198600
77744,36760
77752,39767
77770,211877
77772,17005
77774,26694
77776,126421
77778,121351
77780,37178
77783,125271
77788,5178
77795,34069
77798,23437
77800,37495
77802,145217
77808,42217
77810,19173
77816,42910
77818,43090
77820,35169
77829,41116
77831,25659
77833,37828
77835,38726
77837,36950
77841,37565
77843,38542
77846,12219
77852,76822
77854,37106
77866,20662
77875,31345
77881,21245
77883,60677
77891,52620
77893,34626
77896,47737
77899,28575
77907,52249
77910,51442
77917,89462
77919,66022
77921,38697
77931,37511
77941,21794
77944,36432
77947,35572
77951,106813
77966,20311
77968,81589
77979,8929
77981,7346
77983,28894
77985,44513
77990,23050
78000,96287
78003,23538
78006,27181
78009,5590
78011,53503
78014,40998
78016,5850
78019,18516
78022,31261
78025,39056
78030,24757
78032,26587
78034,36801
78037,92501
78039,46705
78041,37821
78043,261538
78045,253232
78054,173865
78057,225503
78059,29069
78062,26962
78064,37255
78066,122188
78068,51792
78071,99236
78073,174784
78081,14257
78084,5424
78086,39453
78088,26388
78090,44878
78093,116746
78095,64811
78097,39024
78099,38307
78101,134901
78103,30527
78105,9543
78111,43317
78116,40247
78122,14518
78124,26427
78128,37034
78130,35197
78132,36686
78140,115064
78142,25846
78145,73931
78157,30913
78160,198306
78162,198307
78168,62492
78170,112882
78174,37786
78181,66775
78184,44398
78186,25551
78192,22241
78196,71756
78207,29151
78209,32823
78211,29923
78218,38199
78222,80844
78224,42614
78235,139383
78245,43879
78247,36736
78249,132328
78251,35217
78264,34806
78266,37707
78268,39376
78270,1785
78272,10241
78276,32720
78278,51413
78290,38318
78295,42744
78308,29272
78313,13058
78316,37056
78319,34480
78321,38570
78329,35166
78332,38846
78335,73576
78337,32830
78340,52726
78342,27735
78344,54254
78349,29917
78358,68429
78360,47238
78366,132928
78370,19713
78376,50182
78379,254738
78381,42139
78405,3589
78408,25869
78410,30695
78413,94225
78416,108224
78418,88192
78420,28434
78422,28871
78438,35129
78442,31041
78445,12832
78459,39246
78461,33116
78463,79372
78465,42767
78467,20533
78469,34544
78483,48003
78488,19276
78490,44006
78499,10193
78517,41397
78519,43882
78528,99627
78534,39641
78536,35164
78539,45974
78544,198308
78557,25868
78574,39013
78579,162880
78583,63883
78585,8652
78606,18897
78612,38027
78614,52072
78618,1787
78620,32068
78622,48636
78626,21531
78629,108017
78631,45009
78633,44999
78635,41142
78637,10192
78640,24663
78642,24797
78646,61120
78649,62414
78651,149511
